nohup: ignoring input
cuda
3
step: 0, train loss: 1.033, val loss: 1.034
step: 2960, train loss: 0.200, val loss: 0.198
step: 2970, train loss: 0.200, val loss: 0.196
step: 2980, train loss: 0.197, val loss: 0.196
step: 2990, train loss: 0.198, val loss: 0.192
step: 3000, train loss: 0.203, val loss: 0.191
step: 3010, train loss: 0.202, val loss: 0.189
step: 3020, train loss: 0.201, val loss: 0.198
step: 3030, train loss: 0.197, val loss: 0.198
step: 3040, train loss: 0.202, val loss: 0.197
step: 3050, train loss: 0.198, val loss: 0.202
step: 3060, train loss: 0.204, val loss: 0.199
step: 3070, train loss: 0.203, val loss: 0.195
step: 3080, train loss: 0.198, val loss: 0.199
step: 3090, train loss: 0.197, val loss: 0.193
step: 3100, train loss: 0.200, val loss: 0.199
step: 3110, train loss: 0.203, val loss: 0.200
step: 3120, train loss: 0.197, val loss: 0.195
step: 3130, train loss: 0.202, val loss: 0.199
step: 3140, train loss: 0.203, val loss: 0.198
step: 3150, train loss: 0.195, val loss: 0.193
step: 3160, train loss: 0.202, val loss: 0.196
step: 3170, train loss: 0.198, val loss: 0.197
step: 3180, train loss: 0.202, val loss: 0.194
step: 3190, train loss: 0.201, val loss: 0.197
step: 3200, train loss: 0.195, val loss: 0.198
step: 3210, train loss: 0.197, val loss: 0.196
step: 3220, train loss: 0.198, val loss: 0.196
step: 3230, train loss: 0.199, val loss: 0.194
step: 3240, train loss: 0.202, val loss: 0.194
step: 3250, train loss: 0.200, val loss: 0.199
step: 3260, train loss: 0.207, val loss: 0.193
step: 3270, train loss: 0.200, val loss: 0.198
step: 3280, train loss: 0.201, val loss: 0.195
step: 3290, train loss: 0.196, val loss: 0.192
step: 3300, train loss: 0.206, val loss: 0.200
step: 3310, train loss: 0.197, val loss: 0.198
step: 3320, train loss: 0.203, val loss: 0.199
step: 3330, train loss: 0.197, val loss: 0.191
step: 3340, train loss: 0.198, val loss: 0.193
step: 3350, train loss: 0.199, val loss: 0.198
step: 3360, train loss: 0.201, val loss: 0.195
step: 3370, train loss: 0.206, val loss: 0.198
step: 3380, train loss: 0.197, val loss: 0.195
step: 3390, train loss: 0.201, val loss: 0.196
step: 3400, train loss: 0.206, val loss: 0.198
step: 3410, train loss: 0.200, val loss: 0.193
step: 3420, train loss: 0.199, val loss: 0.200
step: 3430, train loss: 0.197, val loss: 0.197
step: 3440, train loss: 0.205, val loss: 0.198
step: 3450, train loss: 0.205, val loss: 0.195
step: 3460, train loss: 0.199, val loss: 0.196
step: 3470, train loss: 0.199, val loss: 0.199
step: 3480, train loss: 0.200, val loss: 0.192
step: 3490, train loss: 0.198, val loss: 0.196
step: 3500, train loss: 0.201, val loss: 0.199
step: 3510, train loss: 0.205, val loss: 0.198
step: 3520, train loss: 0.198, val loss: 0.199
step: 3530, train loss: 0.198, val loss: 0.194
step: 3540, train loss: 0.202, val loss: 0.196
step: 3550, train loss: 0.204, val loss: 0.193
step: 3560, train loss: 0.198, val loss: 0.197
step: 3570, train loss: 0.197, val loss: 0.197
step: 3580, train loss: 0.198, val loss: 0.196
step: 3590, train loss: 0.201, val loss: 0.198
step: 3600, train loss: 0.200, val loss: 0.195
step: 3610, train loss: 0.193, val loss: 0.196
step: 3620, train loss: 0.198, val loss: 0.196
step: 3630, train loss: 0.196, val loss: 0.196
step: 3640, train loss: 0.198, val loss: 0.198
step: 3650, train loss: 0.203, val loss: 0.196
step: 3660, train loss: 0.201, val loss: 0.199
step: 3670, train loss: 0.193, val loss: 0.198
step: 3680, train loss: 0.197, val loss: 0.200
step: 3690, train loss: 0.198, val loss: 0.196
step: 3700, train loss: 0.195, val loss: 0.193
step: 3710, train loss: 0.195, val loss: 0.197
step: 3720, train loss: 0.198, val loss: 0.196
step: 3730, train loss: 0.197, val loss: 0.196
step: 3740, train loss: 0.199, val loss: 0.201
step: 3750, train loss: 0.199, val loss: 0.200
step: 3760, train loss: 0.198, val loss: 0.195
step: 3770, train loss: 0.205, val loss: 0.198
step: 3780, train loss: 0.203, val loss: 0.194
step: 3790, train loss: 0.194, val loss: 0.195
step: 3800, train loss: 0.199, val loss: 0.195
step: 3810, train loss: 0.198, val loss: 0.194
step: 3820, train loss: 0.199, val loss: 0.193
step: 3830, train loss: 0.196, val loss: 0.198
step: 3840, train loss: 0.196, val loss: 0.198
step: 3850, train loss: 0.200, val loss: 0.195
step: 3860, train loss: 0.198, val loss: 0.197
step: 3870, train loss: 0.202, val loss: 0.195
step: 3880, train loss: 0.202, val loss: 0.195
step: 3890, train loss: 0.200, val loss: 0.197
step: 3900, train loss: 0.203, val loss: 0.200
step: 3910, train loss: 0.207, val loss: 0.198
step: 3920, train loss: 0.203, val loss: 0.199
step: 3930, train loss: 0.196, val loss: 0.197
step: 3940, train loss: 0.201, val loss: 0.199
step: 3950, train loss: 0.203, val loss: 0.198
step: 3960, train loss: 0.199, val loss: 0.197
step: 3970, train loss: 0.198, val loss: 0.198
step: 3980, train loss: 0.195, val loss: 0.193
step: 3990, train loss: 0.200, val loss: 0.194
step: 4000, train loss: 0.198, val loss: 0.198
step: 4010, train loss: 0.199, val loss: 0.197
step: 4020, train loss: 0.199, val loss: 0.199
step: 4030, train loss: 0.201, val loss: 0.200
step: 4040, train loss: 0.195, val loss: 0.192
step: 4050, train loss: 0.199, val loss: 0.198
step: 4060, train loss: 0.207, val loss: 0.194
step: 4070, train loss: 0.196, val loss: 0.195
step: 4080, train loss: 0.203, val loss: 0.200
step: 4090, train loss: 0.197, val loss: 0.200
step: 4100, train loss: 0.197, val loss: 0.195
step: 4110, train loss: 0.198, val loss: 0.194
step: 4120, train loss: 0.198, val loss: 0.191
step: 4130, train loss: 0.200, val loss: 0.196
step: 4140, train loss: 0.198, val loss: 0.198
step: 4150, train loss: 0.198, val loss: 0.200
step: 4160, train loss: 0.199, val loss: 0.200
step: 4170, train loss: 0.199, val loss: 0.194
step: 4180, train loss: 0.202, val loss: 0.197
step: 4190, train loss: 0.200, val loss: 0.194
step: 4200, train loss: 0.199, val loss: 0.194
step: 4210, train loss: 0.194, val loss: 0.198
step: 4220, train loss: 0.203, val loss: 0.197
step: 4230, train loss: 0.197, val loss: 0.198
step: 4240, train loss: 0.200, val loss: 0.195
step: 4250, train loss: 0.199, val loss: 0.196
step: 4260, train loss: 0.200, val loss: 0.193
step: 4270, train loss: 0.201, val loss: 0.197
step: 4280, train loss: 0.194, val loss: 0.193
step: 4290, train loss: 0.201, val loss: 0.198
step: 4300, train loss: 0.198, val loss: 0.199
step: 4310, train loss: 0.205, val loss: 0.196
step: 4320, train loss: 0.200, val loss: 0.199
step: 4330, train loss: 0.198, val loss: 0.197
step: 4340, train loss: 0.203, val loss: 0.198
step: 4350, train loss: 0.202, val loss: 0.202
step: 4360, train loss: 0.195, val loss: 0.195
step: 4370, train loss: 0.199, val loss: 0.195
step: 4380, train loss: 0.202, val loss: 0.198
step: 4390, train loss: 0.207, val loss: 0.197
step: 4400, train loss: 0.199, val loss: 0.197
step: 4410, train loss: 0.197, val loss: 0.194
step: 4420, train loss: 0.200, val loss: 0.197
step: 4430, train loss: 0.196, val loss: 0.193
step: 4440, train loss: 0.200, val loss: 0.200
step: 4450, train loss: 0.196, val loss: 0.197
step: 4460, train loss: 0.200, val loss: 0.200
step: 4470, train loss: 0.207, val loss: 0.201
step: 4480, train loss: 0.196, val loss: 0.199
step: 4490, train loss: 0.199, val loss: 0.194
step: 4500, train loss: 0.205, val loss: 0.195
step: 4510, train loss: 0.199, val loss: 0.193
step: 4520, train loss: 0.201, val loss: 0.199
step: 4530, train loss: 0.198, val loss: 0.197
step: 4540, train loss: 0.203, val loss: 0.196
step: 4550, train loss: 0.198, val loss: 0.200
step: 4560, train loss: 0.198, val loss: 0.201
step: 4570, train loss: 0.203, val loss: 0.199
step: 4580, train loss: 0.202, val loss: 0.200
step: 4590, train loss: 0.198, val loss: 0.201
step: 4600, train loss: 0.201, val loss: 0.195
step: 4610, train loss: 0.195, val loss: 0.192
step: 4620, train loss: 0.199, val loss: 0.203
step: 4630, train loss: 0.196, val loss: 0.195
step: 4640, train loss: 0.199, val loss: 0.197
step: 4650, train loss: 0.200, val loss: 0.198
step: 4660, train loss: 0.200, val loss: 0.197
step: 4670, train loss: 0.199, val loss: 0.193
step: 4680, train loss: 0.197, val loss: 0.197
step: 4690, train loss: 0.203, val loss: 0.199
step: 4700, train loss: 0.196, val loss: 0.191
step: 4710, train loss: 0.202, val loss: 0.197
step: 4720, train loss: 0.203, val loss: 0.198
step: 4730, train loss: 0.200, val loss: 0.199
step: 4740, train loss: 0.196, val loss: 0.196
step: 4750, train loss: 0.201, val loss: 0.197
step: 4760, train loss: 0.195, val loss: 0.192
step: 4770, train loss: 0.200, val loss: 0.194
step: 4780, train loss: 0.202, val loss: 0.197
step: 4790, train loss: 0.202, val loss: 0.196
step: 4800, train loss: 0.197, val loss: 0.200
step: 4810, train loss: 0.198, val loss: 0.198
step: 4820, train loss: 0.196, val loss: 0.195
step: 4830, train loss: 0.200, val loss: 0.198
step: 4840, train loss: 0.198, val loss: 0.197
step: 4850, train loss: 0.198, val loss: 0.193
step: 4860, train loss: 0.201, val loss: 0.201
step: 4870, train loss: 0.199, val loss: 0.192
step: 4880, train loss: 0.198, val loss: 0.200
step: 4890, train loss: 0.200, val loss: 0.194
step: 4900, train loss: 0.206, val loss: 0.198
step: 4910, train loss: 0.199, val loss: 0.197
step: 4920, train loss: 0.198, val loss: 0.198
step: 4930, train loss: 0.203, val loss: 0.198
step: 4940, train loss: 0.200, val loss: 0.200
step: 4950, train loss: 0.200, val loss: 0.202
step: 4960, train loss: 0.196, val loss: 0.198
step: 4970, train loss: 0.199, val loss: 0.201
step: 4980, train loss: 0.202, val loss: 0.193
step: 4990, train loss: 0.197, val loss: 0.197
step: 5000, train loss: 0.201, val loss: 0.197
step: 5010, train loss: 0.197, val loss: 0.195
step: 5020, train loss: 0.200, val loss: 0.193
step: 5030, train loss: 0.198, val loss: 0.193
step: 5040, train loss: 0.200, val loss: 0.198
step: 5050, train loss: 0.201, val loss: 0.199
step: 5060, train loss: 0.200, val loss: 0.196
step: 5070, train loss: 0.200, val loss: 0.197
step: 5080, train loss: 0.199, val loss: 0.197
step: 5090, train loss: 0.200, val loss: 0.198
step: 5100, train loss: 0.189, val loss: 0.198
step: 5110, train loss: 0.203, val loss: 0.192
step: 5120, train loss: 0.203, val loss: 0.194
step: 5130, train loss: 0.198, val loss: 0.198
step: 5140, train loss: 0.207, val loss: 0.194
step: 5150, train loss: 0.199, val loss: 0.195
step: 5160, train loss: 0.200, val loss: 0.194
step: 5170, train loss: 0.201, val loss: 0.195
step: 5180, train loss: 0.202, val loss: 0.196
step: 5190, train loss: 0.203, val loss: 0.195
step: 5200, train loss: 0.203, val loss: 0.199
step: 5210, train loss: 0.198, val loss: 0.194
step: 5220, train loss: 0.197, val loss: 0.200
step: 5230, train loss: 0.197, val loss: 0.194
step: 5240, train loss: 0.197, val loss: 0.198
step: 5250, train loss: 0.200, val loss: 0.199
step: 5260, train loss: 0.199, val loss: 0.199
step: 5270, train loss: 0.205, val loss: 0.192
step: 5280, train loss: 0.201, val loss: 0.193
step: 5290, train loss: 0.203, val loss: 0.198
step: 5300, train loss: 0.200, val loss: 0.202
step: 5310, train loss: 0.198, val loss: 0.198
step: 5320, train loss: 0.198, val loss: 0.197
step: 5330, train loss: 0.202, val loss: 0.195
step: 5340, train loss: 0.200, val loss: 0.197
step: 5350, train loss: 0.202, val loss: 0.202
step: 5360, train loss: 0.199, val loss: 0.196
step: 5370, train loss: 0.207, val loss: 0.199
step: 5380, train loss: 0.197, val loss: 0.196
step: 5390, train loss: 0.205, val loss: 0.200
step: 5400, train loss: 0.200, val loss: 0.195
step: 5410, train loss: 0.198, val loss: 0.199
step: 5420, train loss: 0.195, val loss: 0.196
step: 5430, train loss: 0.197, val loss: 0.197
step: 5440, train loss: 0.203, val loss: 0.199
step: 5450, train loss: 0.199, val loss: 0.195
step: 5460, train loss: 0.198, val loss: 0.195
step: 5470, train loss: 0.196, val loss: 0.196
step: 5480, train loss: 0.200, val loss: 0.194
step: 5490, train loss: 0.196, val loss: 0.195
step: 5500, train loss: 0.193, val loss: 0.197
step: 5510, train loss: 0.202, val loss: 0.199
step: 5520, train loss: 0.202, val loss: 0.195
step: 5530, train loss: 0.203, val loss: 0.195
step: 5540, train loss: 0.201, val loss: 0.198
step: 5550, train loss: 0.194, val loss: 0.196
step: 5560, train loss: 0.201, val loss: 0.196
step: 5570, train loss: 0.197, val loss: 0.193
step: 5580, train loss: 0.199, val loss: 0.198
step: 5590, train loss: 0.199, val loss: 0.196
step: 5600, train loss: 0.199, val loss: 0.193
step: 5610, train loss: 0.199, val loss: 0.206
step: 5620, train loss: 0.201, val loss: 0.195
step: 5630, train loss: 0.200, val loss: 0.195
step: 5640, train loss: 0.200, val loss: 0.197
step: 5650, train loss: 0.198, val loss: 0.198
step: 5660, train loss: 0.198, val loss: 0.193
step: 5670, train loss: 0.203, val loss: 0.195
step: 5680, train loss: 0.204, val loss: 0.200
step: 5690, train loss: 0.200, val loss: 0.194
step: 5700, train loss: 0.199, val loss: 0.198
step: 5710, train loss: 0.204, val loss: 0.199
step: 5720, train loss: 0.199, val loss: 0.194
step: 5730, train loss: 0.203, val loss: 0.193
step: 5740, train loss: 0.192, val loss: 0.200
step: 5750, train loss: 0.194, val loss: 0.199
step: 5760, train loss: 0.199, val loss: 0.194
step: 5770, train loss: 0.202, val loss: 0.199
step: 5780, train loss: 0.191, val loss: 0.195
step: 5790, train loss: 0.202, val loss: 0.195
step: 5800, train loss: 0.201, val loss: 0.195
step: 5810, train loss: 0.201, val loss: 0.195
step: 5820, train loss: 0.199, val loss: 0.195
step: 5830, train loss: 0.197, val loss: 0.202
step: 5840, train loss: 0.194, val loss: 0.197
